interaction_type,has_open_tracking,has_click_tracking,content_type,time_quadrant,hour,minute,weekday,date,month,thread_length,thread_avg_reply_delay,thread_avg_receive_delay,identifier,used_tracking
SENT,FALSE,FALSE,PERSONAL,2,11,54,Friday,9,10,2,15,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,2,11,38,Friday,9,10,2,15,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,4,18,14,Thursday,8,10,7,4840.333333,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,16,42,Thursday,8,10,2,0,5,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,16,37,Thursday,8,10,2,0,5,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,PROMOTIONS,3,16,41,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,11,35,Thursday,8,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,11,25,Thursday,8,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,6,Thursday,8,10,5,1441.25,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,3,Thursday,8,10,5,1441.25,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,3,Thursday,8,10,5,1441.25,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,UPDATES,3,15,44,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,7,27,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,PROMOTIONS,3,14,24,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,UPDATES,2,10,18,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,0,55,Thursday,8,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,2,7,4,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PERSONAL,2,9,16,Thursday,8,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,4,20,30,Wednesday,7,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,4,20,29,Wednesday,7,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,4,20,21,Wednesday,7,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,UPDATES,4,20,30,Wednesday,7,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,SOCIAL,3,16,10,Wednesday,7,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,11,Wednesday,7,10,7,0,3935.333333,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,5,4,Wednesday,7,10,25,2081.291667,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,SOCIAL,2,8,57,Wednesday,7,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,2,6,33,Wednesday,7,10,7,0,3935.333333,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,1,1,3,Wednesday,7,10,4,1311,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PROMOTIONS,4,18,53,Tuesday,6,10,2,0,163,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,13,Tuesday,6,10,5,1077.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,10,Tuesday,6,10,5,1077.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,10,10,Tuesday,6,10,5,1077.75,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,16,9,Tuesday,6,10,2,0,163,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,9,8,Tuesday,6,10,25,2081.291667,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,6,51,Tuesday,6,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,UPDATES,2,10,8,Tuesday,6,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,2,8,24,Tuesday,6,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,0,23,Tuesday,6,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,12,17,Tuesday,6,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PERSONAL,2,10,57,Tuesday,6,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,4,22,10,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,17,21,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PROMOTIONS,3,14,7,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,12,15,Monday,5,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,1,0,42,Tuesday,6,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,1,0,41,Tuesday,6,10,4,1311,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,4,18,41,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PERSONAL,4,21,27,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,7,39,Monday,5,10,2,1,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,7,38,Monday,5,10,2,1,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,4,19,13,Monday,5,10,4,1311,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,51,Monday,5,10,25,2081.291667,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,51,Monday,5,10,25,2081.291667,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,46,Monday,5,10,25,2081.291667,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,38,Monday,5,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,31,Monday,5,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,SOCIAL,2,9,32,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,2,9,11,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,SOCIAL,2,8,37,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,21,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,1,1,21,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,PROMOTIONS,1,0,27,Monday,5,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,16,40,Sunday,4,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,15,6,Sunday,4,10,9,693,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,9,Sunday,4,10,3,3.5,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,2,Sunday,4,10,3,3.5,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,2,Sunday,4,10,3,3.5,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,57,Sunday,4,10,2,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,56,Sunday,4,10,2,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,3,12,10,Sunday,4,10,4,21636.5,538,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PERSONAL,2,10,44,Sunday,4,10,4,21636.5,538,341e36e3d4448c7fe2c4f18704928395,0
SENT,TRUE,FALSE,UPDATES,1,2,1,Sunday,4,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,14,46,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,14,44,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,14,41,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,14,39,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,PERSONAL,1,1,45,Sunday,4,10,4,21636.5,538,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,11,41,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,11,9,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,7,44,Saturday,3,10,15,939.6428571,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,2,11,31,Saturday,3,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,4,20,50,Friday,2,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,UPDATES,1,1,20,Saturday,3,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,13,33,Friday,2,10,2,91,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,12,2,Friday,2,10,2,91,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,17,19,Friday,2,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,TRUE,FALSE,UPDATES,3,14,32,Friday,2,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,7,8,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,3,13,33,Friday,2,10,2,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,2,6,33,Friday,2,10,2,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,22,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,20,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,4,7,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,51,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,3,26,Friday,2,10,6,44,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,30,Friday,2,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,1,0,22,Friday,2,10,1,0,0,341e36e3d4448c7fe2c4f18704928395,0
SENT,FALSE,FALSE,FORUMS,4,22,4,Thursday,1,10,9,2070.75,0,341e36e3d4448c7fe2c4f18704928395,0
RECEIVED,FALSE,FALSE,UPDATES,4,20,43,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,UPDATES,4,20,30,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,4,19,35,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,18,48,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,4,23,44,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,30,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,57,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,TRUE,FALSE,PERSONAL,4,21,53,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,10,13,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,4,21,9,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,15,12,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,14,0,Friday,30,10,4,111,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PERSONAL,4,18,53,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,6,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,48,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,46,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,46,Friday,30,10,4,111,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,3,12,45,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,2,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,16,16,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,36,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,UPDATES,1,5,22,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,2,9,56,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,4,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,8,50,Friday,30,10,4,111,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,8,48,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,8,26,Friday,30,10,4,111,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,20,Friday,30,10,2,29,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,6,50,Friday,30,10,2,29,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,46,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,UPDATES,2,6,28,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,25,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,SOCIAL,1,3,55,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,3,0,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,SOCIAL,1,2,53,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,7,16,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,TRUE,PROMOTIONS,1,1,7,Friday,30,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,4,23,22,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,16,44,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,28,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,4,19,16,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,18,43,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,PERSONAL,4,23,47,Thursday,29,10,2,5,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,4,18,14,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,4,18,12,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,PERSONAL,4,23,42,Thursday,29,10,2,5,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,17,46,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,17,44,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,12,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,21,0,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,3,13,12,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,4,19,46,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,54,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,13,42,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,13,37,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,13,12,Thursday,29,10,2,61,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,38,Thursday,29,10,2,11,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,26,Thursday,29,10,2,11,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,20,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,16,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,12,10,Thursday,29,10,2,61,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,17,21,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,2,11,6,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,59,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,8,4,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,44,Thursday,29,10,2,8,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,36,Thursday,29,10,2,8,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,34,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PROMOTIONS,3,13,2,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,28,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,7,18,Thursday,29,10,2,37,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PERSONAL,3,12,44,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,6,40,Thursday,29,10,2,37,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,2,6,22,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,UPDATES,1,5,58,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,1,5,30,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,1,5,24,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,PERSONAL,2,10,50,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,1,5,8,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,1,5,6,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,1,5,2,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,34,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,2,10,0,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,1,4,25,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,1,3,30,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,SOCIAL,1,3,28,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,TRUE,UPDATES,1,3,0,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,SOCIAL,1,1,48,Thursday,29,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,18,18,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,23,45,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,17,55,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,16,45,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,15,4,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,14,31,Wednesday,28,10,2,2,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,14,29,Wednesday,28,10,2,2,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,14,21,Wednesday,28,10,2,218,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,UPDATES,3,13,20,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,4,19,41,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,13,45,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
SENT,FALSE,FALSE,FORUMS,3,13,3,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,FALSE,FALSE,UPDATES,3,12,58,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
RECEIVED,TRUE,FALSE,PROMOTIONS,3,12,30,Wednesday,28,10,1,0,0,2c2c8c9fb4aa6090aad4a75a95f8ef99,1
