interaction_type,has_open_tracking,has_click_tracking,content_type,time_quadrant,hour,minute,weekday,date,month,thread_length,thread_avg_reply_delay,thread_avg_receive_delay,identifier,used_tracking
SENT,FALSE,FALSE,FORUMS,3,17,44,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,40,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,38,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,32,Tuesday,27,10,3,7.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,18,Tuesday,27,10,3,7.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,16,Tuesday,27,10,3,7.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,3,17,11,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,16,43,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,16,32,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,28,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,6,Tuesday,27,10,5,182.25,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,2,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,3,12,39,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,11,52,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,17,20,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,11,16,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,50,Tuesday,27,10,5,182.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,29,Tuesday,27,10,3,8.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,18,Tuesday,27,10,3,8.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,12,Tuesday,27,10,3,8.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,8,Tuesday,27,10,5,182.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,5,Tuesday,27,10,5,182.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,30,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,28,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,18,Tuesday,27,10,2,146,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,1,5,18,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,4,4,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,3,52,Tuesday,27,10,2,146,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,2,14,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,2,6,40,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,0,51,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,PROMOTIONS,1,0,17,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,1,1,14,Tuesday,27,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,16,5,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,4,21,36,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,12,Monday,26,10,3,84.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,4,19,59,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,15,46,Monday,26,10,2,584,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,44,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,15,41,Monday,26,10,3,84.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,8,29,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,SOCIAL,2,8,9,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,22,Monday,26,10,3,84.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,13,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,12,58,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,12,34,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,12,25,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,3,12,25,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,4,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,56,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,38,Monday,26,10,5,7.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,38,Monday,26,10,5,7.25,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,57,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,26,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,14,Monday,26,10,5,7.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,12,Monday,26,10,5,7.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,10,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,8,Monday,26,10,5,7.25,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,4,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,54,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,7,17,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,56,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,40,Monday,26,10,2,3,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,36,Monday,26,10,2,3,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,2,Monday,26,10,2,584,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,4,42,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,3,46,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,6,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,16,Monday,26,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,4,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,4,18,25,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,11,59,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,25,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,43,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,UPDATES,2,6,37,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,13,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,6,1,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,4,35,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,3,14,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,3,14,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,2,18,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,2,18,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,0,56,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,25,Sunday,25,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,12,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,4,19,41,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,15,56,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,14,34,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,7,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,3,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,16,8,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,52,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,58,Saturday,24,10,2,88,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,30,Saturday,24,10,2,88,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,56,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,2,6,59,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,3,20,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,34,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,9,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,33,Saturday,24,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,4,22,26,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,4,19,41,Friday,23,10,3,0,32,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,4,19,16,Friday,23,10,3,0,32,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,4,18,36,Friday,23,10,3,0,32,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,16,45,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,16,37,Friday,23,10,2,79,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,16,19,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,43,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,23,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,15,17,Friday,23,10,2,79,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,12,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,17,0,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,13,36,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,12,33,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,11,57,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,17,7,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,10,25,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,15,43,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,49,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,8,12,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,UPDATES,2,8,1,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,4,4,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,3,9,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,3,9,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,2,20,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,2,6,29,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,0,15,Friday,23,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,17,3,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,4,18,2,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,48,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,26,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,33,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,15,26,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,32,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,13,36,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,13,16,Thursday,22,10,2,26,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,12,50,Thursday,22,10,2,26,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,9,25,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,14,40,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,28,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,8,13,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,12,57,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,4,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,56,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,52,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,48,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,40,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,32,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,26,Thursday,22,10,3,28.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,22,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,32,Thursday,22,10,3,28.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,30,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,28,Thursday,22,10,3,28.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,2,11,0,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,4,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,4,4,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,4,18,30,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,1,7,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,2,26,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,1,0,3,Thursday,22,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,4,22,35,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,15,44,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,4,20,32,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,36,Wednesday,21,10,3,15.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,10,Wednesday,21,10,3,15.5,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,14,4,Wednesday,21,10,3,15.5,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,13,36,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,TRUE,UPDATES,3,13,30,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,UPDATES,2,11,59,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,11,28,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,11,28,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,3,13,17,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,10,20,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,9,46,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,8,52,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,8,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,3,13,23,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,46,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,13,15,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,UPDATES,2,7,43,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,7,8,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,50,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,2,11,55,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,36,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,5,30,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,4,56,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,4,54,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,1,4,52,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,3,10,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,1,0,43,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,6,13,Wednesday,21,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,2,9,46,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,PERSONAL,4,20,29,Tuesday,20,10,2,8407,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,3,14,48,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,4,20,1,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,13,38,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,TRUE,FALSE,UPDATES,3,12,55,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PERSONAL,3,17,59,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,12,20,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,3,17,33,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,3,17,22,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,PROMOTIONS,2,11,44,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,11,19,Tuesday,20,10,2,0,62,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,2,10,16,Tuesday,20,10,2,0,62,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,UPDATES,2,11,49,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,8,46,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
RECEIVED,FALSE,FALSE,SOCIAL,1,0,16,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
SENT,FALSE,FALSE,FORUMS,2,6,34,Tuesday,20,10,1,0,0,26094f0a4b33bb27171fe62be75d4838,0
